product_id,product_name,category,brand,unit_cost,unit_price
20071,Advanced Monitor 0070,Beauty,HomePro,5570.49,9770.24
20072,Pro Coffee Maker 0071,Books,UrbanX,4747.36,9290.73
20073,Essential Skincare Kit 0072,Electronics,Nova,2775.24,4347.95
20074,Smart Watch 0073,Home & Kitchen,PureCare,2065.48,4415.1
20075,Premium Keyboard 0074,Fashion,UrbanX,5104.92,9730.55
20076,Pro Novel 0075,Accessories,PrimeTech,7850.88,10295.18
20077,Pro Shoes 0076,Fashion,FitLife,7337.49,12676.94
20078,Advanced Camera 0077,Sports,HomePro,1757.89,2523.17
20079,Essential Phone 0078,Sports,PureCare,6757.78,13684.69
20080,Pro Watch 0079,Beauty,PrimeTech,266.75,526.02
20081,Advanced Keyboard 0080,Grocery,DailyMart,4756.65,7940.14
20082,Advanced Backpack 0081,Books,PrimeTech,7449.66,10928.82
20083,Pro Skincare Kit 0082,Beauty,Nova,7678.75,15705.51
20084,Smart Backpack 0083,Fashion,FitLife,4864.16,9937.52
20085,Essential Headphones 0084,Fashion,FitLife,5083.43,8542.69
20086,Classic Keyboard 0085,Accessories,DailyMart,3180.26,6052.42
20087,Advanced Skincare Kit 0086,Home & Kitchen,Nova,5816.74,8432.97
20088,Essential Monitor 0087,Home & Kitchen,StyleHub,2041.1,3094.9
20089,Smart Novel 0088,Fashion,FitLife,367.58,787.08
20090,Essential Monitor 0089,Grocery,HomePro,6698.9,12882.59
20091,Pro Headphones 0090,Books,PrimeTech,576.86,707.07
20092,Premium Skincare Kit 0091,Accessories,PrimeTech,5351.19,8725.76
20093,Smart Watch 0092,Books,Nova,3551.75,5560.38
20094,Classic Keyboard 0093,Beauty,StyleHub,441.73,615.13
20095,Classic Skincare Kit 0094,Electronics,PureCare,1362.55,2990.37
20096,Classic Laptop 0095,Accessories,HomePro,895.68,1157.74
20097,Essential Blender 0096,Books,Nova,1793.8,2654.79
20098,Smart Keyboard 0097,Electronics,PureCare,5118.69,10448.04
20099,Premium Shoes 0098,Accessories,DailyMart,4607.91,5939.08
20100,Smart Novel 0099,Sports,StyleHub,3520.19,5438.5
20101,Advanced Monitor 0100,Sports,Nova,6760.12,12275.72
20102,Premium Laptop 0101,Fashion,HomePro,6049.32,9096.61
20103,Essential Skincare Kit 0102,Fashion,StyleHub,5493.39,8675.5
20104,Classic T-Shirt 0103,Fashion,DailyMart,4831.02,8346.16
20105,Smart Phone 0104,Electronics,HomePro,5599.27,12040.23
20106,Classic Shoes 0105,Beauty,Nova,1890.09,3902.0
20107,Smart Skincare Kit 0106,Electronics,FitLife,2152.59,2728.54
20108,Smart Skincare Kit 0107,Sports,FitLife,2455.11,4291.29
20109,Pro Monitor 0108,Home & Kitchen,UrbanX,5954.4,10932.05
20110,Advanced Skincare Kit 0109,Sports,HomePro,3514.97,5244.51
20111,Smart Skincare Kit 0110,Fashion,Nova,7680.08,10962.6
20112,Classic Camera 0111,Fashion,Nova,417.59,742.32
20113,Classic Phone 0112,Home & Kitchen,PrimeTech,3127.02,4958.6
20114,Smart Skincare Kit 0113,Beauty,Nova,1322.34,2777.33
20115,Premium Headphones 0114,Electronics,PrimeTech,6548.93,8655.93
20116,Pro Coffee Maker 0115,Home & Kitchen,FitLife,3888.91,4640.01
20117,Smart Phone 0116,Beauty,HomePro,4998.13,10469.07
20118,Classic Phone 0117,Books,UrbanX,4823.8,10086.23
20119,Advanced Monitor 0118,Beauty,,724.62,1150.41
20120,Premium Phone 0119,Electronics,PureCare,6291.53,12215.53
20121,Pro Watch 0120,Books,StyleHub,6593.62,13437.8
20122,Essential T-Shirt 0121,Beauty,PrimeTech,4898.77,6944.67
20123,Classic Monitor 0122,Books,PureCare,2319.48,4261.27
20124,Smart Shoes 0123,Accessories,PrimeTech,5820.33,11198.36
20125,Advanced Shoes 0124,Electronics,Nova,5635.26,8595.84
20126,Premium Skincare Kit 0125,Accessories,FitLife,7309.06,15665.47
20127,Pro Camera 0126,Accessories,FitLife,1026.93,2223.83
20128,Premium Phone 0127,Sports,UrbanX,7287.45,12104.92
20129,Essential Headphones 0128,Electronics,HomePro,7107.87,8741.26
20130,Smart Monitor 0129,Home & Kitchen,Nova,2450.47,5182.54
20131,Classic Backpack 0130,Home & Kitchen,HomePro,5757.96,9783.48
20132,Advanced Monitor 0131,Sports,HomePro,2183.29,2829.04
20133,Essential Headphones 0132,Books,PrimeTech,1957.26,3755.4
20134,Smart Skincare Kit 0133,Beauty,StyleHub,5168.13,9672.21
20135,Advanced Blender 0134,Fashion,FitLife,495.26,642.28
20136,Essential Backpack 0135,Electronics,HomePro,862.17,1240.32
20137,Classic Skincare Kit 0136,Accessories,PureCare,5315.13,10935.74
20138,Pro Phone 0137,Accessories,HomePro,7619.77,16520.15
20139,Classic Monitor 0138,Electronics,HomePro,368.91,581.22
20140,Pro Keyboard 0139,Fashion,FitLife,281.06,362.94
20141,Essential Backpack 0140,Accessories,UrbanX,690.7,1049.57
20142,Smart Skincare Kit 0141,Beauty,PureCare,113.15,190.43
20143,Classic T-Shirt 0142,Sports,StyleHub,7433.67,10893.64
20144,Smart Watch 0143,Sports,,3844.93,6889.6
20145,Premium Watch 0144,Books,UrbanX,5567.7,6449.18
20146,Pro Monitor 0145,Accessories,PureCare,3389.46,6803.66
20147,Advanced Laptop 0146,Beauty,Nova,7978.24,16250.79
20148,Advanced Novel 0147,Grocery,Nova,3891.46,7676.61
20149,Smart Shoes 0148,Beauty,StyleHub,7520.2,11044.21
20150,Essential Novel 0149,Home & Kitchen,HomePro,5231.92,9490.65
20151,Smart Camera 0150,Electronics,UrbanX,7587.13,11634.68
20152,Advanced Laptop 0151,Books,HomePro,4011.62,6253.07
20153,Pro T-Shirt 0152,Sports,PureCare,7043.15,13343.64
20154,Premium Blender 0153,Grocery,HomePro,2737.71,5573.2
20155,Pro Backpack 0154,Home & Kitchen,StyleHub,5323.47,10766.94
20156,Pro Novel 0155,Books,Nova,4975.76,6929.45
20157,Smart Camera 0156,Electronics,FitLife,3946.01,7264.33
20158,Pro Laptop 0157,Home & Kitchen,UrbanX,4061.71,5809.96
20159,Smart Novel 0158,Sports,UrbanX,1443.96,2613.37
20160,Classic Coffee Maker 0159,Sports,PrimeTech,7257.61,11144.53
20161,Advanced Shoes 0160,Sports,HomePro,3688.26,7300.75
20162,Advanced T-Shirt 0161,Grocery,PrimeTech,1296.61,2767.41
20163,Classic Skincare Kit 0162,Grocery,PureCare,5664.2,8238.47
20164,Smart Phone 0163,Home & Kitchen,HomePro,5844.57,12052.99
20165,Smart Keyboard 0164,Home & Kitchen,Nova,456.43,879.54
20166,Pro Camera 0165,Sports,HomePro,2729.28,4760.75
20167,Classic Monitor 0166,Accessories,Nova,4715.66,8022.37
20168,Essential Skincare Kit 0167,Books,UrbanX,6590.5,9788.68
20169,Pro Laptop 0168,Home & Kitchen,StyleHub,2553.78,3481.95
20170,Classic Phone 0169,Books,StyleHub,2467.27,3053.38
20171,Essential Backpack 0170,Fashion,FitLife,5918.89,11234.48
20172,Smart Camera 0171,Electronics,HomePro,1831.71,2534.29
20173,Classic Coffee Maker 0172,Books,PureCare,7178.39,11989.04
20174,Smart Monitor 0173,Fashion,Nova,6344.28,13223.42
20175,Smart Monitor 0174,Grocery,HomePro,7155.14,13270.36
20176,Pro Blender 0175,Sports,UrbanX,2894.59,3843.14
20177,Essential Phone 0176,Beauty,Nova,1409.31,2707.53
20178,Essential Keyboard 0177,Home & Kitchen,StyleHub,4721.96,6495.41
20179,Smart Phone 0178,Fashion,Nova,1600.75,3151.72
20180,Essential Phone 0179,Fashion,StyleHub,2202.29,2712.34
20181,Pro Shoes 0180,Books,PureCare,3264.48,4239.89
20182,Essential T-Shirt 0181,Beauty,PureCare,3755.55,8002.7
20183,Advanced Keyboard 0182,Electronics,FitLife,2647.07,3823.16
20184,Pro Phone 0183,Electronics,UrbanX,2349.29,3073.27
20185,Advanced T-Shirt 0184,Fashion,FitLife,2049.14,2818.91
20186,Premium Keyboard 0185,Sports,StyleHub,5552.07,8489.97
20187,Premium Skincare Kit 0186,Fashion,HomePro,2516.44,5107.11
20188,Smart Phone 0187,Accessories,HomePro,5585.74,7318.14
20189,Smart Backpack 0188,Home & Kitchen,UrbanX,5968.79,6962.82
20190,Classic Backpack 0189,Beauty,PureCare,5742.42,11819.28
20191,Classic Skincare Kit 0190,Beauty,PureCare,7324.05,10727.11
20192,Classic Skincare Kit 0191,Fashion,FitLife,7640.44,9403.57
20193,Classic Shoes 0192,Accessories,StyleHub,1260.2,1485.97
20194,Premium Backpack 0193,Fashion,UrbanX,2632.64,5514.21
20195,Smart Blender 0194,Electronics,FitLife,6322.57,10743.93
20196,Pro Monitor 0195,Sports,DailyMart,6276.24,11240.9
20197,Smart Phone 0196,Books,UrbanX,660.45,1186.74
20198,Essential Keyboard 0197,Beauty,PrimeTech,7700.09,13077.09
20199,Smart Coffee Maker 0198,Beauty,DailyMart,6864.02,13437.86
20200,Pro Keyboard 0199,Grocery,DailyMart,7203.71,15137.81
20201,Classic Camera 0200,Fashion,HomePro,1714.64,3126.01
20202,Classic Keyboard 0201,Books,PrimeTech,4057.27,8260.92
20203,Essential T-Shirt 0202,Grocery,PrimeTech,3580.28,4153.47
20204,Smart Keyboard 0203,Beauty,HomePro,2946.36,4873.86
20205,Essential Laptop 0204,Sports,PrimeTech,1896.11,3383.13
20206,Essential Phone 0205,Beauty,StyleHub,1202.89,1637.49
20207,Premium Phone 0206,Sports,Nova,6977.02,9197.89
20208,Pro Laptop 0207,Sports,Nova,4290.44,5547.78
20209,Pro Keyboard 0208,Grocery,,4846.53,7022.92
20210,Pro Shoes 0209,Fashion,FitLife,2166.65,4364.89
20211,Classic Keyboard 0210,Home & Kitchen,DailyMart,7486.92,8827.31
20212,Classic Novel 0211,Beauty,Nova,7497.38,13364.45
20213,Essential Blender 0212,Sports,DailyMart,5404.46,6601.88
20214,Classic Laptop 0213,Fashion,UrbanX,2632.37,4666.81
20215,Essential Backpack 0214,Accessories,Nova,1939.47,2744.0
20216,Classic Laptop 0215,Sports,PrimeTech,4802.64,6316.48
20217,Essential T-Shirt 0216,Grocery,,6679.74,10948.92
20218,Advanced Backpack 0217,Sports,DailyMart,7739.17,10778.05
20219,Premium Phone 0218,Beauty,Nova,638.7,988.18
20220,Classic Laptop 0219,Grocery,DailyMart,2740.15,4972.56
20221,Smart Skincare Kit 0220,Home & Kitchen,PureCare,3190.08,6804.57
20222,Premium Skincare Kit 0221,Fashion,HomePro,3015.3,5423.66
20223,Advanced Coffee Maker 0222,Grocery,FitLife,5375.43,9043.74
20224,Advanced Backpack 0223,Accessories,StyleHub,4422.93,7673.12
20225,Pro Laptop 0224,Fashion,DailyMart,7141.86,11753.34
20226,Smart Keyboard 0225,Sports,UrbanX,1858.15,3234.95
20227,Smart Backpack 0226,Beauty,DailyMart,3254.72,5691.48
20228,Classic Backpack 0227,Books,HomePro,4375.16,7292.54
20229,Essential T-Shirt 0228,Beauty,DailyMart,6552.69,12959.85
20230,Pro Skincare Kit 0229,Sports,DailyMart,6603.59,10303.47
20231,Essential Watch 0230,Books,PureCare,6889.04,8707.57
20232,Classic Coffee Maker 0231,Grocery,PureCare,4201.16,7667.98
20233,Classic Shoes 0232,Home & Kitchen,HomePro,2008.64,3988.96
20234,Premium Laptop 0233,Books,FitLife,5837.42,11493.99
20235,Essential Shoes 0234,Home & Kitchen,UrbanX,7641.92,10811.32
20236,Essential Laptop 0235,Electronics,PrimeTech,2353.87,4306.1
20237,Essential Watch 0236,Books,FitLife,1667.21,3665.39
20238,Essential Monitor 0237,Beauty,PureCare,277.56,349.67
20239,Pro Coffee Maker 0238,Books,PrimeTech,5365.1,9114.73
20240,Advanced Novel 0239,Accessories,DailyMart,4405.62,6479.16
20241,Classic T-Shirt 0240,Home & Kitchen,FitLife,1164.24,2306.11
20242,Advanced Watch 0241,Beauty,DailyMart,1676.17,2499.11
20243,Smart Backpack 0242,Electronics,HomePro,5331.56,10238.0
20244,Advanced Headphones 0243,Grocery,StyleHub,3544.54,4673.39
20245,Premium Blender 0244,Accessories,FitLife,1942.52,2370.49
20246,Advanced Backpack 0245,Grocery,UrbanX,4886.0,6152.98
20247,Pro Phone 0246,Accessories,PrimeTech,516.06,734.51
20248,Essential Coffee Maker 0247,Fashion,DailyMart,228.0,465.57
20249,Pro Phone 0248,Fashion,FitLife,2160.93,2826.4
20250,Premium Keyboard 0249,Grocery,StyleHub,2387.2,2828.98
20251,Premium Laptop 0250,Books,Nova,924.51,1891.67
20252,Advanced Blender 0251,Beauty,Nova,1007.44,1555.11
20253,Pro Novel 0252,Home & Kitchen,StyleHub,1425.64,2520.77
20254,Classic Shoes 0253,Electronics,Nova,5824.41,7210.55
20255,Pro Phone 0254,Electronics,UrbanX,6468.71,13601.83
20256,Smart Skincare Kit 0255,Books,StyleHub,1534.68,2577.75
20257,Advanced Skincare Kit 0256,Fashion,DailyMart,5288.48,6579.12
20258,Essential Backpack 0257,Grocery,PureCare,1945.85,3532.69
20259,Premium Watch 0258,Grocery,HomePro,7052.46,10817.37
20260,Essential Laptop 0259,Beauty,DailyMart,2224.53,3383.68
20261,Advanced Backpack 0260,Fashion,StyleHub,1125.19,1776.26
20262,Essential T-Shirt 0261,Home & Kitchen,DailyMart,3569.25,6008.94
20263,Pro Headphones 0262,Fashion,UrbanX,1318.28,2373.29
20264,Smart Camera 0263,Sports,StyleHub,1667.1,2173.45
20265,Advanced Novel 0264,Grocery,DailyMart,2778.6,5396.28
20266,Pro Monitor 0265,Books,DailyMart,5319.69,6269.26
20267,Premium Phone 0266,Accessories,PureCare,1023.15,1927.75
20268,Pro Skincare Kit 0267,Books,UrbanX,2344.46,3147.35
20269,Smart Skincare Kit 0268,Sports,StyleHub,6881.08,11141.61
20270,Premium Headphones 0269,Fashion,Nova,2262.78,3936.4
20271,Advanced Laptop 0270,Fashion,HomePro,1430.73,2617.88
20272,Pro Monitor 0271,Fashion,Nova,4315.57,8547.36
20273,Essential Camera 0272,Accessories,PureCare,363.2,614.54
20274,Smart Laptop 0273,Sports,PureCare,6451.21,13380.67
20275,Premium Skincare Kit 0274,Home & Kitchen,Nova,1857.45,3998.73
20276,Pro Watch 0275,Home & Kitchen,DailyMart,1149.58,2500.16
20277,Smart Phone 0276,Electronics,PureCare,6484.8,9633.43
20278,Premium Backpack 0277,Grocery,PureCare,6757.76,7999.72
20279,Advanced Backpack 0278,Home & Kitchen,HomePro,5904.38,11227.69
20280,Premium Skincare Kit 0279,Electronics,DailyMart,1953.32,2762.96
20281,Premium Watch 0280,Fashion,DailyMart,4263.21,8339.14
20282,Essential Phone 0281,Beauty,StyleHub,7755.62,8959.68
20283,Advanced Skincare Kit 0282,Accessories,HomePro,3874.35,7617.14
20284,Advanced Keyboard 0283,Grocery,PureCare,7602.15,9302.38
20285,Advanced Blender 0284,Home & Kitchen,Nova,5443.31,11285.69
20286,Premium Laptop 0285,Sports,PrimeTech,6775.47,12425.38
20287,Smart Phone 0286,Grocery,Nova,1619.96,2138.02
20288,Essential Coffee Maker 0287,Grocery,PureCare,7421.21,12491.48
20289,Pro Headphones 0288,Beauty,Nova,6841.42,11496.74
20290,Advanced Backpack 0289,Home & Kitchen,PureCare,6301.89,13063.76
20291,Advanced Novel 0290,Grocery,StyleHub,7535.66,12878.09
20292,Classic Monitor 0291,Beauty,HomePro,6332.14,10941.94
20293,Pro T-Shirt 0292,Home & Kitchen,FitLife,4656.3,6914.37
20294,Pro Watch 0293,Books,Nova,5224.65,10004.84
20295,Premium Coffee Maker 0294,Accessories,PureCare,6585.06,7920.6
20296,Essential Phone 0295,Accessories,PrimeTech,6018.35,13037.86
20297,Pro Monitor 0296,Accessories,PureCare,4775.15,8531.11
20298,Essential Shoes 0297,Books,,4824.83,9832.76
20299,Premium Coffee Maker 0298,Grocery,StyleHub,7054.23,13897.68
20300,Classic T-Shirt 0299,Home & Kitchen,StyleHub,178.3,245.89
20301,Classic Keyboard 0300,Fashion,DailyMart,5771.83,8389.53
20302,Smart Skincare Kit 0301,Home & Kitchen,HomePro,4568.72,6587.69
20303,Pro Shoes 0302,Electronics,HomePro,6722.52,9322.75
20304,Essential Camera 0303,Grocery,DailyMart,1722.95,2010.17
20305,Pro Laptop 0304,Beauty,HomePro,4250.21,8578.19
20306,Premium Novel 0305,Sports,PrimeTech,1108.39,1900.61
20307,Advanced Phone 0306,Electronics,Nova,5309.06,9400.98
20308,Premium Shoes 0307,Home & Kitchen,PrimeTech,6133.77,10220.63
20309,Premium Shoes 0308,Electronics,UrbanX,5025.91,6436.09
20310,Essential Monitor 0309,Beauty,PureCare,4482.69,7207.75
20311,Pro Watch 0310,Sports,StyleHub,2812.69,4101.79
20312,Premium Blender 0311,Home & Kitchen,PrimeTech,5154.3,10755.28
20313,Advanced Headphones 0312,Books,DailyMart,7206.09,13592.62
20314,Pro Backpack 0313,Electronics,HomePro,5799.2,7659.53
20315,Classic Blender 0314,Grocery,HomePro,281.33,530.87
20316,Smart Headphones 0315,Accessories,FitLife,4118.9,7108.34
20317,Premium Novel 0316,Books,PrimeTech,5917.69,7312.85
20318,Advanced Camera 0317,Sports,HomePro,4082.89,4993.49
20319,Pro Coffee Maker 0318,Books,FitLife,4771.67,6226.12
20320,Essential Shoes 0319,Home & Kitchen,PrimeTech,7301.52,14610.5
20321,Essential Watch 0320,Accessories,HomePro,7004.21,14158.64
20322,Advanced T-Shirt 0321,Accessories,,742.38,1327.81
20323,Premium T-Shirt 0322,Books,PureCare,4133.37,4821.19
20324,Smart Camera 0323,Accessories,PureCare,5016.3,7439.06
20325,Essential Phone 0324,Fashion,FitLife,6831.05,10731.27
20326,Premium Watch 0325,Accessories,StyleHub,2197.45,3183.24
20327,Pro Skincare Kit 0326,Electronics,DailyMart,1204.85,2120.76
20328,Advanced Shoes 0327,Books,PureCare,4817.52,5854.84
20329,Essential Headphones 0328,Fashion,HomePro,3794.14,4442.82
20330,Classic Blender 0329,Accessories,StyleHub,2135.87,3774.64
20331,Classic Headphones 0330,Sports,DailyMart,7549.13,10778.32
20332,Smart T-Shirt 0331,Home & Kitchen,UrbanX,2608.69,4880.48
20333,Advanced Phone 0332,Fashion,PureCare,536.76,1055.52
20334,Smart Coffee Maker 0333,Accessories,PrimeTech,564.51,1011.38
20335,Premium Blender 0334,Grocery,Nova,1688.55,3696.54
20336,Smart Coffee Maker 0335,Fashion,HomePro,1022.21,1865.61
20337,Essential Keyboard 0336,Fashion,StyleHub,3218.04,6311.82
20338,Premium Headphones 0337,Electronics,FitLife,735.67,1341.18
20339,Essential Shoes 0338,Electronics,UrbanX,4533.21,9046.99
20340,Classic Phone 0339,Electronics,StyleHub,3326.29,5189.45
20341,Premium Keyboard 0340,Fashion,FitLife,4823.61,7747.08
20342,Smart Headphones 0341,Home & Kitchen,FitLife,7914.97,11887.86
20343,Advanced Keyboard 0342,Electronics,PureCare,7936.02,13930.11
20344,Smart T-Shirt 0343,Grocery,PureCare,3394.53,5239.03
20345,Advanced Watch 0344,Accessories,HomePro,2999.73,6561.17
20346,Classic Novel 0345,Accessories,PrimeTech,5484.27,9779.3
20347,Premium T-Shirt 0346,Grocery,DailyMart,3004.67,4514.47
20348,Premium Keyboard 0347,Home & Kitchen,DailyMart,6248.42,10519.68
20349,Pro Phone 0348,Home & Kitchen,UrbanX,4853.0,9558.68
20350,Classic Backpack 0349,Grocery,HomePro,1675.95,3345.91
20351,Advanced Blender 0350,Electronics,PureCare,3377.19,6142.96
20352,Classic Shoes 0351,Grocery,FitLife,6922.9,7978.28
20353,Premium Blender 0352,Home & Kitchen,PureCare,4471.49,9220.41
20354,Pro Coffee Maker 0353,Electronics,UrbanX,5708.36,12017.77
20355,Pro Camera 0354,Grocery,DailyMart,5707.82,11787.97
20356,Classic Shoes 0355,Books,UrbanX,3909.03,7249.97
20357,Pro Headphones 0356,Electronics,Nova,2434.38,2868.81
20358,Premium T-Shirt 0357,Electronics,FitLife,4811.08,10335.74
20359,Premium Shoes 0358,Accessories,DailyMart,993.16,1212.84
20360,Pro Headphones 0359,Fashion,PrimeTech,4819.23,6298.53
20361,Essential Blender 0360,Accessories,UrbanX,911.64,1649.43
20362,Premium Camera 0361,Sports,DailyMart,7224.2,11810.84
20363,Essential Watch 0362,Accessories,Nova,5976.58,11609.48
20364,Essential Skincare Kit 0363,Accessories,FitLife,1531.56,2779.48
20365,Classic Blender 0364,Sports,UrbanX,6298.82,7271.35
20366,Classic Laptop 0365,Electronics,FitLife,5834.24,10647.23
20367,Classic Watch 0366,Accessories,Nova,5854.71,12008.78
20368,Essential Keyboard 0367,Fashion,HomePro,2748.73,5620.48
20369,Pro Watch 0368,Fashion,HomePro,4229.65,5563.17
20370,Pro Coffee Maker 0369,Sports,DailyMart,4727.62,7161.07
20371,Advanced Shoes 0370,Fashion,FitLife,3078.13,3926.17
20372,Smart Camera 0371,Books,DailyMart,4527.15,8778.4
20373,Pro Novel 0372,Fashion,StyleHub,2027.73,3668.04
20374,Essential Blender 0373,Accessories,PrimeTech,7011.59,11629.81
20375,Essential Laptop 0374,Electronics,HomePro,7686.66,11259.01
20376,Smart Blender 0375,Beauty,StyleHub,2681.19,5299.25
20377,Pro Coffee Maker 0376,Accessories,StyleHub,2804.94,5556.6
20378,Pro Watch 0377,Grocery,DailyMart,1808.06,3011.76
20379,Pro Phone 0378,Grocery,DailyMart,6931.76,8877.1
20380,Classic Laptop 0379,Sports,Nova,1390.56,2278.61
20381,Premium Watch 0380,Sports,PureCare,6410.98,13404.53
20382,Premium Headphones 0381,Home & Kitchen,PrimeTech,6675.4,11770.66
20383,Advanced Monitor 0382,Fashion,StyleHub,2598.13,5044.79
20384,Pro Coffee Maker 0383,Sports,DailyMart,6236.65,9101.78
20385,Premium Coffee Maker 0384,Fashion,DailyMart,3678.48,5555.69
20386,Classic Watch 0385,Fashion,HomePro,2852.78,3631.52
20387,Essential Camera 0386,Books,Nova,7157.69,10807.72
20388,Pro Backpack 0387,Books,DailyMart,3682.87,4891.2
20389,Pro Phone 0388,Beauty,DailyMart,536.31,920.27
20390,Smart Blender 0389,Fashion,HomePro,5112.72,7993.72
20391,Advanced Headphones 0390,Home & Kitchen,UrbanX,5298.22,10742.35
20392,Pro Laptop 0391,Fashion,StyleHub,5113.74,7935.83
20393,Pro Monitor 0392,Fashion,PureCare,2946.52,4045.44
20394,Classic Monitor 0393,Accessories,HomePro,5461.06,6763.23
20395,Classic T-Shirt 0394,Fashion,Nova,2399.65,3395.98
20396,Pro Backpack 0395,Accessories,HomePro,3768.46,7093.11
20397,Smart T-Shirt 0396,Sports,StyleHub,1811.98,3275.23
20398,Classic Watch 0397,Beauty,DailyMart,4944.69,8905.11
20399,Pro Phone 0398,Fashion,PureCare,6502.96,13338.09
20400,Smart Camera 0399,Grocery,FitLife,871.57,1233.66
