order_item_id,order_id,product_id,quantity,unit_price,unit_cost,sales_amount,cost_amount,profit_amount
900095,536489,20120,1,12215.53,6291.53,12215.53,6291.53,5924.0
900096,513469,20420,4,7265.34,5990.64,29061.36,23962.56,5098.8
900097,509224,20130,4,5182.54,2450.47,20730.16,9801.88,10928.28
900098,514180,20349,4,9558.68,4853.0,38234.72,19412.0,18822.72
900099,537486,20010,1,7569.04,4787.54,7569.04,4787.54,2781.5
900100,548850,20905,4,3382.49,1893.92,13529.96,7575.68,5954.28
900101,544945,20277,2,9633.43,6484.8,19266.86,12969.6,6297.26
900102,534832,20410,2,13047.52,6625.62,26095.04,13251.24,12843.8
900103,534981,20244,1,4673.39,3544.54,4673.39,3544.54,1128.85
900104,520705,20721,4,1286.69,595.75,5146.76,2383.0,2763.76
900105,521193,20565,1,5798.33,4024.26,5798.33,4024.26,1774.07
900106,517384,20606,2,450.28,263.97,900.56,527.94,372.62
900107,513238,20413,2,9184.24,6089.89,18368.48,12179.78,6188.7
900108,547571,20028,4,13657.24,6650.27,54628.96,26601.08,28027.88
900109,515716,20970,4,300.29,166.44,1201.16,665.76,535.4
900110,500337,20673,3,8016.97,3909.17,24050.91,11727.51,12323.4
900111,547402,20950,1,10926.85,7405.13,10926.85,7405.13,3521.72
900112,507864,20957,3,11345.87,6804.19,34037.61,20412.57,13625.04
900113,518427,20065,2,8482.44,4558.5,16964.88,9117.0,7847.88
900114,503105,20363,2,11609.48,5976.58,23218.96,11953.16,11265.8
900115,500946,20198,1,13077.09,7700.09,13077.09,7700.09,5377.0
900116,541812,20369,3,5563.17,4229.65,16689.51,12688.95,4000.56
900117,522933,20656,4,4104.44,2849.81,16417.76,11399.24,5018.52
900118,534509,20891,4,1289.47,889.06,5157.88,3556.24,1601.64
900119,522579,20901,2,2329.81,1250.45,4659.62,2500.9,2158.72
900120,535536,20909,2,1576.2,871.67,3152.4,1743.34,1409.06
900121,511564,20936,3,10822.62,4954.3,32467.86,14862.9,17604.96
900122,514694,20690,2,11000.48,7375.85,22000.96,14751.7,7249.26
900123,525001,20088,2,3094.9,2041.1,6189.8,4082.2,2107.6
900124,537107,20593,1,5154.19,3583.98,5154.19,3583.98,1570.21
900125,514103,20793,1,6145.98,3301.22,6145.98,3301.22,2844.76
900126,508274,20610,1,4378.89,2724.99,4378.89,2724.99,1653.9
900127,541396,20333,2,1055.52,536.76,2111.04,1073.52,1037.52
900128,529421,20110,1,5244.51,3514.97,5244.51,3514.97,1729.54
900129,522394,20531,3,1162.45,840.74,3487.35,2522.22,965.13
900130,513841,20053,3,9016.44,4536.95,27049.32,13610.85,13438.47
900131,537790,20001,4,6009.19,3744.58,24036.76,14978.32,9058.44
900132,530512,20476,1,3012.58,2197.61,3012.58,2197.61,814.97
900133,537874,20715,2,3103.16,1418.52,6206.32,2837.04,3369.28
900134,521078,20688,2,7933.55,4991.28,15867.1,9982.56,5884.54
900135,514825,20693,2,3635.2,2479.81,7270.4,4959.62,2310.78
900136,548262,20461,3,9602.64,5672.61,28807.92,17017.83,11790.09
900137,548511,20478,2,8527.88,6216.29,17055.76,12432.58,4623.18
900138,510634,20532,3,2467.38,2098.68,7402.14,6296.04,1106.1
900139,542445,20908,4,6983.69,3690.69,27934.76,14762.76,13172.0
900140,500882,20689,3,1436.6,1091.85,4309.8,3275.55,1034.25
900141,527301,20776,1,3726.67,1745.89,3726.67,1745.89,1980.78
900142,537301,20094,2,615.13,441.73,1230.26,883.46,346.8
900143,513906,20202,4,8260.92,4057.27,33043.68,16229.08,16814.6
900144,546968,20892,2,3985.16,2993.27,7970.32,5986.54,1983.78
900145,540280,20630,3,1730.1,986.47,5190.3,2959.41,2230.89
900146,511167,20954,1,6483.75,3045.67,6483.75,3045.67,3438.08
900147,518144,20182,1,8002.7,3755.55,8002.7,3755.55,4247.15
900148,531302,20547,4,12065.25,6918.21,48261.0,27672.84,20588.16
900149,523314,20660,2,7972.37,4230.72,15944.74,8461.44,7483.3
900150,500411,20925,1,2427.64,1180.93,2427.64,1180.93,1246.71
900151,503342,20523,1,1630.5,960.96,1630.5,960.96,669.54
900152,531489,20439,4,5521.62,3184.57,22086.48,12738.28,9348.2
900153,518237,20014,4,9672.97,5690.8,38691.88,22763.2,15928.68
900154,536036,20320,1,14610.5,7301.52,14610.5,7301.52,7308.98
900155,528597,20057,3,186.23,112.44,558.69,337.32,221.37
900156,504679,20896,3,1148.34,546.76,3445.02,1640.28,1804.74
900157,545814,20734,4,5479.37,2754.58,21917.48,11018.32,10899.16
900158,506559,20507,3,5254.77,2556.55,15764.31,7669.65,8094.66
900159,520977,20985,4,1426.58,1184.97,5706.32,4739.88,966.44
900160,544383,20518,2,4930.15,4222.32,9860.3,8444.64,1415.66
900161,544427,20152,1,6253.07,4011.62,6253.07,4011.62,2241.45
900162,510421,20788,3,8624.5,5486.59,25873.5,16459.77,9413.73
900163,521906,20687,3,4016.6,2846.59,12049.8,8539.77,3510.03
900164,548444,20182,3,8002.7,3755.55,24008.1,11266.65,12741.45
900165,507475,20710,3,12364.12,6954.79,37092.36,20864.37,16227.99
900166,508727,20748,2,8320.38,6856.64,16640.76,13713.28,2927.48
900167,505900,20032,3,15521.87,7904.38,46565.61,23713.14,22852.47
900168,501509,20650,3,8841.71,4118.4,26525.13,12355.2,14169.93
900169,537329,20564,2,13279.08,7528.69,26558.16,15057.38,11500.78
900170,505439,20581,1,1648.81,761.12,1648.81,761.12,887.69
900171,541778,20939,3,8477.51,6765.99,25432.53,20297.97,5134.56
900172,526308,20755,3,4556.7,2309.87,13670.1,6929.61,6740.49
900173,536195,20009,1,7094.53,5929.34,7094.53,5929.34,1165.19
900174,529584,20009,1,7094.53,5929.34,7094.53,5929.34,1165.19
900175,512877,20639,2,11099.49,5702.36,22198.98,11404.72,10794.26
900176,524546,20847,1,15352.97,7142.18,15352.97,7142.18,8210.79
900177,532365,20338,1,1341.18,735.67,1341.18,735.67,605.51
900178,509262,20714,3,9500.66,4456.06,28501.98,13368.18,15133.8
900179,540215,20469,2,1033.99,534.19,2067.98,1068.38,999.6
900180,533296,20657,4,7676.82,3516.97,30707.28,14067.88,16639.4
900181,505968,20445,4,8944.7,5193.84,35778.8,20775.36,15003.44
900182,545286,20188,3,7318.14,5585.74,21954.42,16757.22,5197.2
900183,537703,20800,3,7856.62,5730.39,23569.86,17191.17,6378.69
900184,518753,20639,2,11099.49,5702.36,22198.98,11404.72,10794.26
900185,510385,20718,2,8511.98,5704.26,17023.96,11408.52,5615.44
900186,535320,20757,1,1632.17,976.77,1632.17,976.77,655.4
900187,507903,20717,2,2783.29,2156.83,5566.58,4313.66,1252.92
900188,500261,20703,1,4447.37,2279.14,4447.37,2279.14,2168.23
900189,500700,20266,2,6269.26,5319.69,12538.52,10639.38,1899.14
900190,537811,20294,2,10004.84,5224.65,20009.68,10449.3,9560.38
900191,511767,20849,2,13147.63,6760.3,26295.26,13520.6,12774.66
900192,523433,20368,2,5620.48,2748.73,11240.96,5497.46,5743.5
900193,548111,20430,1,5442.96,3571.03,5442.96,3571.03,1871.93
900194,516855,20569,2,2156.43,1384.14,4312.86,2768.28,1544.58
900195,533668,20802,2,1269.73,763.08,2539.46,1526.16,1013.3
900196,531372,20178,4,6495.41,4721.96,25981.64,18887.84,7093.8
900197,513922,20389,3,920.27,536.31,2760.81,1608.93,1151.88
900198,520906,20483,1,4407.03,3501.13,4407.03,3501.13,905.9
900199,540898,20059,4,7865.9,4182.93,31463.6,16731.72,14731.88
900200,510077,20036,4,316.2,167.33,1264.8,669.32,595.48
900201,510046,20562,1,13578.69,6818.63,13578.69,6818.63,6760.06
900202,506951,20222,1,5423.66,3015.3,5423.66,3015.3,2408.36
900203,523569,20207,3,9197.89,6977.02,27593.67,20931.06,6662.61
900204,530355,20129,4,8741.26,7107.87,34965.04,28431.48,6533.56
900205,528180,20466,2,150.6,117.79,301.2,235.58,65.62
900206,504214,20150,4,9490.65,5231.92,37962.6,20927.68,17034.92
900207,501305,20006,1,1958.91,1061.34,1958.91,1061.34,897.57
900208,512520,20251,1,1891.67,924.51,1891.67,924.51,967.16
900209,521423,20324,1,7439.06,5016.3,7439.06,5016.3,2422.76
900210,537483,20971,1,15424.0,7893.57,15424.0,7893.57,7530.43
900211,533685,20209,3,7022.92,4846.53,21068.76,14539.59,6529.17
900212,544938,20890,3,11193.67,5575.65,33581.01,16726.95,16854.06
900213,529961,20183,3,3823.16,2647.07,11469.48,7941.21,3528.27
900214,505739,20771,1,10396.93,7696.41,10396.93,7696.41,2700.52
900215,536163,20831,3,9331.35,4340.82,27994.05,13022.46,14971.59
900216,524909,20918,2,501.8,309.93,1003.6,619.86,383.74
900217,523913,20578,2,7212.97,5821.81,14425.94,11643.62,2782.32
900218,504373,20221,4,6804.57,3190.08,27218.28,12760.32,14457.96
900219,536142,20398,4,8905.11,4944.69,35620.44,19778.76,15841.68
900220,504161,20809,3,10002.38,6244.56,30007.14,18733.68,11273.46
900221,521134,20239,2,9114.73,5365.1,18229.46,10730.2,7499.26
900222,540938,20122,1,6944.67,4898.77,6944.67,4898.77,2045.9
900223,525384,20326,3,3183.24,2197.45,9549.72,6592.35,2957.37
900224,538158,20295,3,7920.6,6585.06,23761.8,19755.18,4006.62
900225,528508,20623,3,6132.46,4896.69,18397.38,14690.07,3707.31
900226,513339,20953,1,12663.47,7619.08,12663.47,7619.08,5044.39
900227,501360,20469,4,1033.99,534.19,4135.96,2136.76,1999.2
900228,538280,20502,3,10804.47,4915.35,32413.41,14746.05,17667.36
900229,542537,20942,4,5799.98,4085.06,23199.92,16340.24,6859.68
900230,508434,20683,1,8986.22,4973.07,8986.22,4973.07,4013.15
900231,509241,20358,1,10335.74,4811.08,10335.74,4811.08,5524.66
900232,526741,20166,1,4760.75,2729.28,4760.75,2729.28,2031.47
900233,511243,20306,1,1900.61,1108.39,1900.61,1108.39,792.22
900234,519605,20762,2,305.75,222.66,611.5,445.32,166.18
900235,541879,20284,4,9302.38,7602.15,37209.52,30408.6,6800.92
900236,527251,20428,4,15126.48,7426.78,60505.92,29707.12,30798.8
900237,524793,20519,3,11503.02,5479.62,34509.06,16438.86,18070.2
900238,531071,20138,1,16520.15,7619.77,16520.15,7619.77,8900.38
900239,520395,20750,2,13986.65,6659.92,27973.3,13319.84,14653.46
900240,524119,20320,1,14610.5,7301.52,14610.5,7301.52,7308.98
900241,506417,20753,4,4306.3,2126.69,17225.2,8506.76,8718.44
900242,544314,20784,1,824.0,595.01,824.0,595.01,228.99
900243,510985,20725,4,8546.14,4921.25,34184.56,19685.0,14499.56
900244,532626,20705,4,16285.94,7743.46,65143.76,30973.84,34169.92
900245,534562,20452,3,9124.9,6817.38,27374.7,20452.14,6922.56
900246,502857,20990,3,8971.55,6744.58,26914.65,20233.74,6680.91
900247,535161,20544,2,12019.76,6272.26,24039.52,12544.52,11495.0
900248,549209,20740,4,11459.86,5625.4,45839.44,22501.6,23337.84
900249,534724,20059,4,7865.9,4182.93,31463.6,16731.72,14731.88
900250,537678,20792,3,1342.55,739.63,4027.65,2218.89,1808.76
900251,531767,20638,3,1899.92,921.53,5699.76,2764.59,2935.17
900252,512823,20856,2,14629.65,7358.02,29259.3,14716.04,14543.26
900253,502408,20060,2,10425.45,6436.55,20850.9,12873.1,7977.8
900254,507409,20164,2,12052.99,5844.57,24105.98,11689.14,12416.84
900255,500814,20089,4,787.08,367.58,3148.32,1470.32,1678.0
900256,521398,20247,2,734.51,516.06,1469.02,1032.12,436.9
900257,517031,20552,4,3019.5,1904.59,12078.0,7618.36,4459.64
900258,509266,20614,4,1651.22,1096.8,6604.88,4387.2,2217.68
900259,542179,20435,4,7068.46,3595.22,28273.84,14380.88,13892.96
900260,545183,20797,4,15490.41,7381.6,61961.64,29526.4,32435.24
900261,525474,20503,4,3572.18,2810.95,14288.72,11243.8,3044.92
900262,537632,20764,1,9996.84,7411.58,9996.84,7411.58,2585.26
900263,502367,20186,1,8489.97,5552.07,8489.97,5552.07,2937.9
900264,538468,20336,2,1865.61,1022.21,3731.22,2044.42,1686.8
900265,518395,20770,3,9822.0,5909.85,29466.0,17729.55,11736.45
900266,500441,20373,4,3668.04,2027.73,14672.16,8110.92,6561.24
900267,511872,20285,4,11285.69,5443.31,45142.76,21773.24,23369.52
900268,511324,20508,3,4233.84,2863.48,12701.52,8590.44,4111.08
900269,537648,20100,2,5438.5,3520.19,10877.0,7040.38,3836.62
900270,534463,20774,1,3944.95,2284.11,3944.95,2284.11,1660.84
900271,534799,20532,2,2467.38,2098.68,4934.76,4197.36,737.4
900272,537074,20017,3,1776.69,1249.63,5330.07,3748.89,1581.18
900273,525393,20551,2,2833.32,1737.58,5666.64,3475.16,2191.48
900274,524061,20197,4,1186.74,660.45,4746.96,2641.8,2105.16
900275,509092,20492,4,8654.61,4309.21,34618.44,17236.84,17381.6
900276,530188,20966,4,1438.17,788.2,5752.68,3152.8,2599.88
900277,523567,20532,3,2467.38,2098.68,7402.14,6296.04,1106.1
900278,505489,20281,2,8339.14,4263.21,16678.28,8526.42,8151.86
900279,511696,20561,1,1765.86,838.97,1765.86,838.97,926.89
900280,539989,20323,3,4821.19,4133.37,14463.57,12400.11,2063.46
900281,513594,20308,3,10220.63,6133.77,30661.89,18401.31,12260.58
900282,536442,20627,1,5801.45,4407.6,5801.45,4407.6,1393.85
900283,549088,20976,2,15577.84,7809.6,31155.68,15619.2,15536.48
900284,510284,20658,4,1117.35,879.68,4469.4,3518.72,950.68
900285,526382,20207,1,9197.89,6977.02,9197.89,6977.02,2220.87
900286,517419,20866,1,6004.1,3595.19,6004.1,3595.19,2408.91
900287,502330,20826,2,6627.59,5739.64,13255.18,11479.28,1775.9
900288,541023,20380,1,2278.61,1390.56,2278.61,1390.56,888.05
900289,539331,20932,3,9812.79,7842.16,29438.37,23526.48,5911.89
900290,511441,20955,4,11501.98,6933.24,46007.92,27732.96,18274.96
900291,517023,20072,3,9290.73,4747.36,27872.19,14242.08,13630.11
900292,540495,20783,3,15076.46,7010.97,45229.38,21032.91,24196.47
900293,503313,20578,3,7212.97,5821.81,21638.91,17465.43,4173.48
900294,540267,20060,2,10425.45,6436.55,20850.9,12873.1,7977.8
900295,510384,20085,4,8542.69,5083.43,34170.76,20333.72,13837.04
900296,521227,20059,4,7865.9,4182.93,31463.6,16731.72,14731.88
900297,545259,20907,2,5429.89,3359.66,10859.78,6719.32,4140.46
900298,541211,20572,4,6928.88,3619.85,27715.52,14479.4,13236.12
900299,518051,20041,3,2625.74,1267.1,7877.22,3801.3,4075.92
900300,525375,20088,3,3094.9,2041.1,9284.7,6123.3,3161.4
900301,501138,20803,4,9606.42,4975.5,38425.68,19902.0,18523.68
900302,548957,20913,1,1082.5,532.68,1082.5,532.68,549.82
900303,548363,20374,1,11629.81,7011.59,11629.81,7011.59,4618.22
900304,516400,20945,2,10118.61,7988.07,20237.22,15976.14,4261.08
900305,513410,20554,2,13551.47,7699.34,27102.94,15398.68,11704.26
900306,505335,20909,4,1576.2,871.67,6304.8,3486.68,2818.12
900307,515794,20273,4,614.54,363.2,2458.16,1452.8,1005.36
900308,502795,20999,2,10597.95,6254.03,21195.9,12508.06,8687.84
900309,506637,20665,2,2676.47,1519.59,5352.94,3039.18,2313.76
900310,549380,20164,4,12052.99,5844.57,48211.96,23378.28,24833.68
900311,520177,20436,2,7716.57,4161.59,15433.14,8323.18,7109.96
900312,503494,20270,4,3936.4,2262.78,15745.6,9051.12,6694.48
900313,540946,20461,3,9602.64,5672.61,28807.92,17017.83,11790.09
900314,535614,20537,1,4583.22,3007.43,4583.22,3007.43,1575.79
900315,515586,20336,4,1865.61,1022.21,7462.44,4088.84,3373.6
900316,548088,20250,3,2828.98,2387.2,8486.94,7161.6,1325.34
900317,528545,20650,2,8841.71,4118.4,17683.42,8236.8,9446.62
900318,530320,20448,3,10101.52,4646.46,30304.56,13939.38,16365.18
900319,548282,20375,4,11259.01,7686.66,45036.04,30746.64,14289.4
900320,519616,20825,4,9968.6,6389.26,39874.4,25557.04,14317.36
900321,509021,20497,3,4041.14,2341.38,12123.42,7024.14,5099.28
900322,512776,20545,3,6029.69,3899.27,18089.07,11697.81,6391.26
900323,545000,20280,1,2762.96,1953.32,2762.96,1953.32,809.64
900324,546168,20658,4,1117.35,879.68,4469.4,3518.72,950.68
900325,515775,20794,4,5781.66,4530.52,23126.64,18122.08,5004.56
900326,524836,20613,4,3721.16,1884.81,14884.64,7539.24,7345.4
900327,545097,20540,2,5176.84,2667.55,10353.68,5335.1,5018.58
900328,522122,20034,4,6283.7,3874.65,25134.8,15498.6,9636.2
900329,519570,20933,1,1646.54,918.9,1646.54,918.9,727.64
900330,510608,20802,4,1269.73,763.08,5078.92,3052.32,2026.6
900331,506162,20730,3,6002.63,4998.43,18007.89,14995.29,3012.6
900332,543719,20654,3,13963.18,6460.83,41889.54,19382.49,22507.05
900333,536661,20773,1,6849.71,5711.02,6849.71,5711.02,1138.69
900334,521617,20210,3,4364.89,2166.65,13094.67,6499.95,6594.72
900335,507391,20891,3,1289.47,889.06,3868.41,2667.18,1201.23
900336,503599,20255,2,13601.83,6468.71,27203.66,12937.42,14266.24
900337,537824,20210,3,4364.89,2166.65,13094.67,6499.95,6594.72
900338,519401,20950,1,10926.85,7405.13,10926.85,7405.13,3521.72
900339,542924,20879,4,9566.63,5937.74,38266.52,23750.96,14515.56
900340,508257,20220,4,4972.56,2740.15,19890.24,10960.6,8929.64
900341,517700,20391,1,10742.35,5298.22,10742.35,5298.22,5444.13
900342,506962,20690,2,11000.48,7375.85,22000.96,14751.7,7249.26
900343,517381,20835,4,731.23,347.41,2924.92,1389.64,1535.28
900344,506742,20852,4,5312.34,4455.6,21249.36,17822.4,3426.96
900345,527434,20196,1,11240.9,6276.24,11240.9,6276.24,4964.66
900346,511344,20720,2,13127.58,6303.02,26255.16,12606.04,13649.12
900347,514471,20889,3,13741.01,7794.29,41223.03,23382.87,17840.16
900348,524684,20895,4,9125.21,5631.16,36500.84,22524.64,13976.2
900349,530054,20483,3,4407.03,3501.13,13221.09,10503.39,2717.7
900350,506245,20106,3,3902.0,1890.09,11706.0,5670.27,6035.73
900351,520583,20669,3,10278.57,6009.28,30835.71,18027.84,12807.87
900352,517794,20800,4,7856.62,5730.39,31426.48,22921.56,8504.92
900353,517941,20298,1,9832.76,4824.83,9832.76,4824.83,5007.93
900354,538426,20320,4,14610.5,7301.52,58442.0,29206.08,29235.92
900355,547413,20585,4,7132.62,3419.1,28530.48,13676.4,14854.08
900356,531264,20758,1,9578.39,4423.5,9578.39,4423.5,5154.89
900357,542314,20891,4,1289.47,889.06,5157.88,3556.24,1601.64
900358,500465,20549,1,5481.52,3270.63,5481.52,3270.63,2210.89
900359,528078,20609,2,2282.16,1480.75,4564.32,2961.5,1602.82
900360,543683,20988,4,8693.59,4030.25,34774.36,16121.0,18653.36
900361,501258,20411,1,11508.5,6138.35,11508.5,6138.35,5370.15
900362,538643,20203,4,4153.47,3580.28,16613.88,14321.12,2292.76
900363,537016,20478,2,8527.88,6216.29,17055.76,12432.58,4623.18
900364,519303,20987,3,12714.36,5961.86,38143.08,17885.58,20257.5
900365,515648,20018,2,14111.96,7515.15,28223.92,15030.3,13193.62
900366,549946,20495,3,1219.18,978.84,3657.54,2936.52,721.02
900367,509212,20713,2,835.25,495.87,1670.5,991.74,678.76
900368,505484,20140,1,362.94,281.06,362.94,281.06,81.88
900369,541286,20380,2,2278.61,1390.56,4557.22,2781.12,1776.1
900370,549343,20239,4,9114.73,5365.1,36458.92,21460.4,14998.52
900371,511552,20608,3,6626.87,5443.48,19880.61,16330.44,3550.17
900372,538432,20263,3,2373.29,1318.28,7119.87,3954.84,3165.03
900373,545710,20231,2,8707.57,6889.04,17415.14,13778.08,3637.06
900374,540846,20132,1,2829.04,2183.29,2829.04,2183.29,645.75
900375,530041,20935,4,5476.59,4334.2,21906.36,17336.8,4569.56
900376,524584,20855,3,4577.36,2362.95,13732.08,7088.85,6643.23
900377,513371,20484,4,5833.33,4560.22,23333.32,18240.88,5092.44
900378,525279,20942,1,5799.98,4085.06,5799.98,4085.06,1714.92
900379,501797,20615,1,8159.16,3829.27,8159.16,3829.27,4329.89
900380,538226,20399,1,13338.09,6502.96,13338.09,6502.96,6835.13
900381,500745,20747,2,11570.56,7790.92,23141.12,15581.84,7559.28
900382,549820,20543,3,3562.2,1809.97,10686.6,5429.91,5256.69
900383,544317,20917,2,9832.36,7603.44,19664.72,15206.88,4457.84
900384,503353,20207,1,9197.89,6977.02,9197.89,6977.02,2220.87
900385,510769,20473,3,10576.45,6338.33,31729.35,19014.99,12714.36
900386,535342,20536,3,13080.2,7418.55,39240.6,22255.65,16984.95
900387,533413,20775,1,11017.3,7979.9,11017.3,7979.9,3037.4
900388,517518,20158,1,5809.96,4061.71,5809.96,4061.71,1748.25
900389,539974,20739,2,8895.44,6342.28,17790.88,12684.56,5106.32
900390,519641,20063,2,9158.76,6891.1,18317.52,13782.2,4535.32
